step	train/categorical_accuracy
0	0.7799659967422485
1	0.8558191657066345
2	0.8706228733062744
3	0.8791993260383606
4	0.8848732709884644
5	0.8887804746627808
6	0.8926100134849548
7	0.89534991979599
8	0.8971725106239319
9	0.8985824584960938
10	0.9009413719177246
11	0.9020552635192871
12	0.9040380120277405
13	0.9049456715583801
14	0.9060571193695068
15	0.9069089889526367
16	0.9075496196746826
17	0.9081393480300903
18	0.908760666847229
