step	train/loss
0	1.2537753582000732
1	0.8603401780128479
2	0.7664366364479065
3	0.7051876187324524
4	0.6609355211257935
5	0.6258422136306763
6	0.5984463095664978
7	0.5774477124214172
8	0.5590798854827881
9	0.543563961982727
10	0.5314322113990784
11	0.5202481150627136
12	0.5122561454772949
13	0.5036195516586304
14	0.49840715527534485
15	0.49283552169799805
16	0.48850134015083313
17	0.4828338027000427
18	0.4792635142803192
19	0.47758638858795166
20	0.47374260425567627
